SortChem_#,Site,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM,Notes
2014-2583,S6,14-Jul-2014,1,0.71,0.78,0.14,.,.,0.001,3.320,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2584,S6,14-Jul-2014,3,0.85,0.92,0.14,.,.,0.003,2.733,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2585,S6,14-Jul-2014,5,2.74,3.40,1.28,.,.,0.008,0.644,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2586,S6,14-Jul-2014,7,3.03,3.92,1.73,.,.,0.024,0.299,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2587,S7,14-Jul-2014,0,0.39,0.45,0.12,.,.,0.027,3.702,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2588,S7,14-Jul-2014,1,0.30,0.33,0.06,.,.,0.021,4.501,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2589,S7,14-Jul-2014,2,0.45,0.48,0.05,.,.,0.023,3.806,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2226,I1,15-Jul-2014,1,0.83,0.91,0.15,0.215,.,0.026,1.441,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2227,I1,15-Jul-2014,6,1.87,1.90,0.00,0.361,.,0.034,0.049,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2228,I1,15-Jul-2014,9,0.95,1.19,0.47,1.044,.,0.030,1.408,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2229,I2,15-Jul-2014,1,0.65,0.73,0.15,0.524,.,0.033,2.074,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2230,I2,15-Jul-2014,5,0.66,0.83,0.32,0.647,.,0.032,2.585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2231,I2,15-Jul-2014,14,0.16,0.31,0.29,1.019,.,0.040,2.501,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2232,I3,15-Jul-2014,1,1.01,1.23,0.44,0.311,.,0.035,0.169,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2233,I3,15-Jul-2014,3,0.83,1.02,0.37,0.411,.,0.035,1.857,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2234,I4,15-Jul-2014,1,0.84,1.02,0.34,0.261,.,0.079,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2235,I4,15-Jul-2014,5,0.97,1.33,0.70,0.536,.,0.059,0.203,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2236,I4,15-Jul-2014,6,0.51,0.85,0.66,1.102,.,0.095,1.765,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2237,I5,15-Jul-2014,1,0.63,0.75,0.25,0.438,.,0.021,1.485,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2238,I5,15-Jul-2014,5,1.09,1.26,0.33,0.473,.,0.029,1.581,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2239,I5,15-Jul-2014,8,0.45,0.66,0.40,0.665,.,0.034,0.221,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2240,I6 Headwaters Lake,15-Jul-2014,1,0.49,0.53,0.08,0.493,.,0.033,1.651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2241,I6 Headwaters Lake,15-Jul-2014,4,1.38,1.52,0.27,0.422,.,0.035,0.315,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2242,I6 Headwaters Lake,15-Jul-2014,6,1.09,1.47,0.73,1.923,.,0.034,1.725,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2252,I Swamp,16-Jul-2014,1,0.46,0.55,0.17,0.458,.,0.031,1.180,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2253,I Swamp,16-Jul-2014,4,0.51,0.66,0.28,0.393,.,0.044,1.452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2243,I6,16-Jul-2014,1,0.52,0.59,0.13,0.318,.,0.039,0.399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2244,I6,16-Jul-2014,5,0.53,0.62,0.16,0.680,.,0.053,1.022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2245,I6,16-Jul-2014,12,0.19,0.26,0.14,1.696,.,0.038,0.670,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2246,I7,16-Jul-2014,1,0.68,0.74,0.12,0.178,.,0.047,0.514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2247,I7,16-Jul-2014,4,0.76,0.90,0.27,0.304,.,0.036,0.845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2248,I7,16-Jul-2014,10,0.36,0.49,0.25,1.062,.,0.035,1.640,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2249,I8,16-Jul-2014,1,0.87,0.87,0.01,0.387,.,0.034,1.051,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2250,I8,16-Jul-2014,3,1.00,1.03,0.06,0.188,.,0.056,0.099,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2251,I8,16-Jul-2014,7,0.77,1.02,0.48,0.744,.,0.033,1.993,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2045,Toolik Main,18-Jul-2014,0,0.81,1.00,0.36,0.439,.,0.020,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2046.1,Toolik Main,18-Jul-2014,1,0.94,1.21,0.53,0.406,.,0.019,0.864,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2046,Toolik Main,18-Jul-2014,1,1.03,1.30,0.52,0.335,.,0.021,1.437,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2048,Toolik Main,18-Jul-2014,3,1.07,1.26,0.38,0.364,.,0.021,1.226,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2049,Toolik Main,18-Jul-2014,5,2.33,2.72,0.75,0.305,.,0.020,1.350,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2050,Toolik Main,18-Jul-2014,8,1.72,2.06,0.66,0.418,.,0.027,0.548,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2051,Toolik Main,18-Jul-2014,12,0.44,0.58,0.28,0.615,.,0.023,2.607,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2052,Toolik Main,18-Jul-2014,16,0.46,0.64,0.35,0.776,.,0.022,1.851,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2053,Toolik Main,18-Jul-2014,20,0.41,0.53,0.22,0.749,.,0.026,3.017,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2543,LTER 345 (GTH 57),21-Jul-2014,0,0.72,0.76,0.09,0.317,.,0.022,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2544,LTER 345 (GTH 57),21-Jul-2014,1,0.70,0.76,0.11,0.320,.,0.025,0.069,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2545,LTER 345 (GTH 57),21-Jul-2014,3,1.12,1.22,0.19,0.275,.,0.024,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2546,LTER 345 (GTH 57),21-Jul-2014,5,1.79,1.96,0.34,0.388,.,0.025,0.296,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2547,LTER 345 (GTH 57),21-Jul-2014,8,1.24,1.39,0.28,0.417,.,0.025,0.714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2548,LTER 345 (GTH 57),21-Jul-2014,12,0.50,0.60,0.20,0.425,.,0.027,1.104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2549,LTER 345 (GTH 57),21-Jul-2014,16,0.31,0.42,0.22,0.499,.,0.025,1.255,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2550,LTER 345 (GTH 57),21-Jul-2014,21,0.43,0.68,0.49,0.481,.,0.041,1.432,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2117,E5,22-Jul-2014,0,1.81,2.19,0.73,0.237,.,0.048,1.183,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2118,E5,22-Jul-2014,1,1.85,2.30,0.87,0.183,.,0.055,0.988,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2119,E5,22-Jul-2014,3,1.90,2.31,0.79,0.231,.,0.066,0.073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2120,E5,22-Jul-2014,5,2.75,3.31,1.08,0.141,.,0.080,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2121,E5,22-Jul-2014,8,2.85,3.50,1.25,0.187,.,0.107,0.228,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2122,E5,22-Jul-2014,10,2.72,3.38,1.27,0.416,.,0.173,1.266,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2123,E6,22-Jul-2014,0,1.07,1.26,0.36,0.382,.,0.074,0.023,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2124,E6,22-Jul-2014,1,1.21,1.37,0.31,0.368,.,0.108,1.291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2125,E6,22-Jul-2014,2,1.05,1.25,0.37,0.403,.,0.060,0.135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2054,Toolik Main,25-Jul-2014,0,0.76,0.92,0.31,0.534,.,0.022,0.083,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2055,Toolik Main,25-Jul-2014,1,0.98,1.16,0.36,0.356,.,0.026,0.029,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2055.1,Toolik Main,25-Jul-2014,1,0.83,0.99,0.31,0.418,.,0.028,0.131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2057,Toolik Main,25-Jul-2014,3,0.79,0.93,0.28,0.470,.,0.027,1.364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2058,Toolik Main,25-Jul-2014,5,1.21,1.33,0.23,0.332,.,0.032,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2059,Toolik Main,25-Jul-2014,8,0.89,1.08,0.37,0.309,.,0.036,1.190,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2060,Toolik Main,25-Jul-2014,12,0.29,0.44,0.31,0.897,.,0.031,2.688,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2061,Toolik Main,25-Jul-2014,16,0.32,0.50,0.37,0.999,.,0.035,2.850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2062,Toolik Main,25-Jul-2014,20,0.53,0.72,0.35,1.000,.,0.044,1.926,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2361,Fog 1,28-Jul-2014,1,0.39,0.46,0.13,0.794,.,0.018,0.042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2362,Fog 1,28-Jul-2014,3,0.49,0.58,0.18,0.403,.,0.026,0.142,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2363,Fog 1,28-Jul-2014,6,0.52,0.61,0.18,0.387,.,0.028,1.284,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2366,Fog 1,28-Jul-2014,16,0.57,0.81,0.47,1.740,.,0.029,1.853,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2368,Fog 2,28-Jul-2014,1,0.38,0.41,0.07,0.187,.,0.027,0.217,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2369,Fog 2,28-Jul-2014,3,0.51,0.57,0.10,0.250,.,0.028,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2370,Fog 2,28-Jul-2014,8,0.91,1.01,0.18,0.161,.,0.024,0.789,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2373,Fog 2,28-Jul-2014,16,0.39,0.49,0.19,2.405,.,0.036,0.308,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2375,Fog 3,28-Jul-2014,1,0.56,0.62,0.12,0.487,.,0.020,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2376,Fog 3,28-Jul-2014,3,0.46,0.51,0.09,0.391,.,0.024,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2377,Fog 3,28-Jul-2014,6,0.71,0.78,0.14,0.484,.,0.023,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2380,Fog 3,28-Jul-2014,16,0.40,0.57,0.32,0.995,.,0.028,1.711,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2381,Fog 4,28-Jul-2014,0,1.29,1.51,0.43,0.296,.,0.029,0.146,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2382,Fog 4,28-Jul-2014,1,2.00,2.28,0.54,0.520,.,0.028,1.272,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2383,Fog 4,28-Jul-2014,3,1.99,2.30,0.60,0.510,.,0.035,0.001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2385,Fog 5,28-Jul-2014,1,0.30,0.38,0.16,0.792,.,0.033,0.213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2386,Fog 5,28-Jul-2014,3,0.50,0.63,0.25,0.976,.,0.031,0.836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2387,Fog 5,28-Jul-2014,5,0.44,0.57,0.25,1.076,.,0.034,0.172,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2388,Fog 5,28-Jul-2014,8,0.38,0.59,0.42,17.221,.,0.053,1.394,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"For sample 2014-2388, replaced NH4OPA value of 20.46 w/ the value 17.22. The first value was outside working range (0.05 to 5.0 uM), the second value comes from a dilution of the original sample."
2014-2126,E5,30-Jul-2014,0,1.08,1.43,0.67,0.322,.,0.029,0.434,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2127,E5,30-Jul-2014,1,1.65,2.04,0.75,0.310,.,0.064,0.150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2128,E5,30-Jul-2014,3,2.11,2.60,0.94,0.359,.,0.038,0.760,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2129,E5,30-Jul-2014,5,2.26,2.72,0.88,0.368,.,0.042,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2130,E5,30-Jul-2014,8,1.68,2.07,0.76,0.235,.,0.092,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2131,E5,30-Jul-2014,10,3.44,4.26,1.57,0.283,.,0.090,0.631,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2132,E6,30-Jul-2014,0,1.00,1.16,0.31,0.524,.,0.048,0.062,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2133,E6,30-Jul-2014,1,1.07,1.28,0.41,0.344,.,0.043,0.947,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2134,E6,30-Jul-2014,2,1.02,1.20,0.35,0.359,.,0.053,0.223,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2063,Toolik Main,01-Aug-2014,0,0.86,0.98,0.24,0.419,.,0.024,0.071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2064.1,Toolik Main,01-Aug-2014,1,1.24,1.43,0.38,0.466,.,0.030,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2064,Toolik Main,01-Aug-2014,1,1.09,1.26,0.32,0.363,.,0.028,1.156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2066,Toolik Main,01-Aug-2014,3,1.02,1.19,0.31,0.378,.,0.027,0.862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2067,Toolik Main,01-Aug-2014,5,0.84,1.07,0.44,0.340,.,0.047,0.088,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2068,Toolik Main,01-Aug-2014,8,0.55,0.79,0.48,0.444,.,0.029,1.069,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2069,Toolik Main,01-Aug-2014,12,0.39,0.59,0.39,0.928,.,0.039,1.647,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2070,Toolik Main,01-Aug-2014,16,0.42,0.61,0.36,1.081,.,0.031,2.684,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2071,Toolik Main,01-Aug-2014,20,0.49,0.62,0.26,1.151,.,0.034,2.103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2290,Dimple Lake,04-Aug-2014,1,1.05,1.33,0.53,0.438,.,0.101,9.518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2291,Dimple Lake,04-Aug-2014,4,0.18,0.57,0.75,7.746,.,0.740,27.329,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2294,Horn Lake,04-Aug-2014,1,2.20,2.35,0.29,0.792,.,0.096,3.192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Secchi, Algal Comp depth, and Zoop Tow depths not recorded in field book; Bottom depth was 5.83m so no deeper than that"
2014-2295,Horn Lake,04-Aug-2014,5,2.12,3.06,1.82,0.938,.,0.118,4.346,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2296,Perched Lake,04-Aug-2014,1,1.59,1.81,0.43,0.297,.,0.036,0.276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2297,Perched Lake,04-Aug-2014,8,1.17,1.54,0.70,0.741,.,0.042,0.220,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2292,Shasta Lake,04-Aug-2014,1,2.04,2.77,1.41,0.529,.,0.064,0.654,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2293,Shasta Lake,04-Aug-2014,8,0.33,1.44,2.14,26.522,.,0.415,4.578,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2551,LTER 345 (GTH 57),05-Aug-2014,0,0.57,0.63,0.11,0.308,.,0.031,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2552,LTER 345 (GTH 57),05-Aug-2014,1,0.48,0.52,0.08,0.305,.,0.036,1.703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2553,LTER 345 (GTH 57),05-Aug-2014,3,0.53,0.59,0.11,0.341,.,0.040,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2554,LTER 345 (GTH 57),05-Aug-2014,5,0.57,0.65,0.15,0.312,.,0.035,0.436,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2555,LTER 345 (GTH 57),05-Aug-2014,8,0.53,0.61,0.15,0.338,.,0.035,1.239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2556,LTER 345 (GTH 57),05-Aug-2014,12,0.49,0.57,0.17,0.552,.,0.036,1.050,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2557,LTER 345 (GTH 57),05-Aug-2014,16,0.23,0.31,0.14,0.786,.,0.039,2.552,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2558,LTER 345 (GTH 57),05-Aug-2014,22,0.25,0.35,0.18,0.660,.,0.039,1.583,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2135,E5,06-Aug-2014,0,1.27,1.52,0.49,0.271,.,0.015,0.079,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2136,E5,06-Aug-2014,1,1.67,1.96,0.57,0.076,.,0.013,0.815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2137,E5,06-Aug-2014,3,2.45,2.82,0.72,0.216,.,0.008,0.958,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2138,E5,06-Aug-2014,5,3.11,3.55,0.85,0.207,.,0.011,0.641,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2139,E5,06-Aug-2014,8,2.63,3.43,1.55,0.245,.,0.037,0.927,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2140,E5,06-Aug-2014,10,3.93,4.80,1.67,0.250,.,0.076,1.159,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2141,E6,06-Aug-2014,0,0.73,0.84,0.21,0.357,.,0.012,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2142,E6,06-Aug-2014,1,1.51,1.78,0.54,0.292,.,0.011,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2143,E6,06-Aug-2014,2,1.07,1.24,0.33,0.336,.,0.016,0.787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2072,Toolik Main,08-Aug-2014,0,0.64,0.75,0.21,0.475,.,0.025,0.271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2073,Toolik Main,08-Aug-2014,1,1.06,1.17,0.22,0.333,.,0.021,0.956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2073.1,Toolik Main,08-Aug-2014,1,0.58,0.68,0.18,0.364,.,0.023,1.258,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2075,Toolik Main,08-Aug-2014,3,0.95,0.95,0.01,0.320,.,0.026,1.001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2076,Toolik Main,08-Aug-2014,5,0.97,1.09,0.25,0.302,.,0.025,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2077,Toolik Main,08-Aug-2014,8,0.78,0.92,0.28,0.390,.,0.030,1.179,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2078,Toolik Main,08-Aug-2014,12,0.33,0.49,0.31,1.147,.,0.034,2.597,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2079,Toolik Main,08-Aug-2014,16,0.30,0.47,0.33,1.262,.,0.030,3.246,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2080,Toolik Main,08-Aug-2014,20,0.29,0.50,0.41,1.369,.,0.026,2.231,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2392,Fog 1,09-Aug-2014,1,0.23,0.26,0.06,0.353,.,0.038,2.814,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2393,Fog 1,09-Aug-2014,3,0.34,0.40,0.10,0.309,.,0.018,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
2014-2394,Fog 1,09-Aug-2014,8,0.58,0.69,0.20,0.554,.,0.023,0.121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2397,Fog 1,09-Aug-2014,16,0.47,0.69,0.42,2.655,.,0.035,0.823,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014-2399,Fog 2,09-Aug-2014,1,0.32,0.38,0.11,0.247,.,0.035,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NO3 results were negative (>-0.1) so I changed to zero
