SortChem_#,Site,Date,Rounded Depth (m),Hydrolab Depth,Time_hr_dst,IBVSvr4a_V,Temp_C,Cond_uS,pH,DO_Sat,DO_mg/l,DO_umoles/L,Chl_V,Chl_ug/l,PAR_uEm2s,refPAR_uEm2s,Hydrolab,Secchi_m,Notes
,Fog 1,28-Jul-14,7,7.01,13:11:10,6.8,9.16,150.60,8.04,97.4,10.17,.,0.02,1.42,43,.,.,8,
,Fog 1,28-Jul-14,8,7.98,13:13:24,6.8,5.89,173.40,7.66,92.5,10.47,.,0.03,2.73,29,.,.,8,
,Fog 1,28-Jul-14,9,9.01,13:15:04,6.7,4.94,178.40,7.64,89.4,10.37,.,0.04,3.43,28,.,.,8,
,Fog 1,28-Jul-14,10,9.99,13:16:00,6.7,4.49,183.00,7.61,86.9,10.2,.,0.04,4.11,24,.,.,8,
,Fog 1,28-Jul-14,11,11.02,13:17:09,6.7,4.33,184.80,7.58,84.1,9.91,.,0.05,4.92,21,.,.,8,
,Fog 1,28-Jul-14,12,12,13:18:23,6.7,4.18,186.10,7.56,82.5,9.76,.,0.08,7.62,18,.,.,8,
,Fog 1,28-Jul-14,13,13.01,13:19:31,6.7,4.1,186.10,7.55,81.7,9.69,.,0.05,5.23,16,.,.,8,
,Fog 1,28-Jul-14,14,14,13:20:41,6.7,3.97,186.90,7.53,79.6,9.47,.,0.03,3.07,14,.,.,8,
,Fog 1,28-Jul-14,15,15.02,13:21:41,6.7,3.92,187.60,7.5,74.6,8.89,.,0.04,3.08,,.,.,8,
2014-2366,Fog 1,28-Jul-14,16,16.01,13:22:38,6.7,3.83,187.40,7.44,68.3,8.16,.,0.02,1.97,,.,.,8,
,Fog 1,28-Jul-14,17,17.02,13:23:47,6.7,3.78,187.80,7.42,64.6,7.73,.,0.02,1.99,,.,.,8,
,Fog 1,28-Jul-14,18,17.99,13:24:46,6.7,3.74,188.00,7.38,58.9,7.05,.,0.02,1.95,,.,.,8,
,Fog 2,28-Jul-14,0,-0.01,17:17:07,6.4,10.54,144.70,8.35,102.1,10.31,.,0.01,0.53,1210,.,.,6.2,
,Fog 2,28-Jul-14,0.5,0.52,17:18:58,6.4,10.53,144.60,8.32,102.2,10.33,.,0.01,0.44,626,.,.,6.2,
2014-2368,Fog 2,28-Jul-14,1,1.01,17:19:51,6.4,10.55,144.30,8.31,102.1,10.31,.,0.01,0.48,347,.,.,6.2,
,Fog 2,28-Jul-14,2,1.99,17:20:52,6.3,10.51,144.60,8.32,102.2,10.33,.,0.01,0.66,218,.,.,6.2,
2014-2369,Fog 2,28-Jul-14,3,3,17:21:39,6.3,10.35,144.40,8.31,101.7,10.33,.,0.01,0.94,160,.,.,6.2,
,Fog 2,28-Jul-14,4,3.98,17:22:30,6.3,10.17,144.00,8.29,101.3,10.33,.,0.02,1.21,126,.,.,6.2,
,Fog 2,28-Jul-14,5,5,17:23:23,6.3,10.13,143.70,8.28,101.1,10.31,.,0.02,1.45,99,.,.,6.2,
,Fog 2,28-Jul-14,6,6,17:24:31,6.3,9.94,143.70,8.27,100.7,10.33,.,0.02,1.64,81,.,.,6.2,
,Fog 2,28-Jul-14,7,7.02,17:25:23,6.3,9.76,144.20,8.25,100.2,10.31,.,0.03,1.71,67,.,.,6.2,
2014-2370,Fog 2,28-Jul-14,8,8,17:26:27,6.4,8.38,149.60,7.95,100.4,10.69,.,0.02,1.81,49,.,.,6.2,
,Fog 2,28-Jul-14,9,9.02,17:28:13,6.4,5.95,159.10,7.76,93.1,10.52,.,0.02,1.28,37,.,.,6.2,
,Fog 2,28-Jul-14,10,10.02,17:30:26,6.3,5.26,164.20,7.66,83.4,9.6,.,0.02,1.45,28,.,.,6.2,
,Fog 2,28-Jul-14,11,11,17:31:43,6.3,4.97,166.80,7.61,77.9,9.03,.,0.02,1.48,26,.,.,6.2,
,Fog 2,28-Jul-14,12,12,17:32:39,6.2,4.77,168.70,7.59,75,8.74,.,0.02,1.42,23,.,.,6.2,
,Fog 2,28-Jul-14,13,13,17:33:34,6.2,4.68,168.90,7.57,72.8,8.5,.,0.02,1.49,21,.,.,6.2,
,Fog 2,28-Jul-14,14,14.02,17:34:33,6.2,4.66,169.50,7.55,71.3,8.34,.,0.02,1.64,19,.,.,6.2,
,Fog 2,28-Jul-14,15,15.01,.,.,4.61,170.10,7.54,70.6,8.28,.,0.02,1.61,17,.,.,6.2,This depth not recorded on surveyor memory so I used values recorded in field book
2014-2373,Fog 2,28-Jul-14,16,16,17:36:36,6.2,4.56,170.00,7.53,69.6,8.16,.,0.02,1.63,15,.,.,6.2,
,Fog 2,28-Jul-14,17,17,17:37:46,6.2,4.5,170.50,7.52,68.3,8.02,.,0.02,1.35,15,.,.,6.2,
,Fog 2,28-Jul-14,18,18.01,17:38:56,6.2,4.46,170.80,7.5,66.2,7.78,.,0.04,2.84,14,.,.,6.2,
,Fog 3,28-Jul-14,0,0.02,15:55:33,6.7,10.36,107.00,8.03,101,10.26,.,0.02,1.06,949,.,.,5.5,
,Fog 3,28-Jul-14,0.5,0.5,15:58:10,6.7,10.38,107.30,8.02,100.8,10.23,.,0.02,1.19,338,.,.,5.5,
2014-2375,Fog 3,28-Jul-14,1,1,15:59:31,6.7,10.36,107.10,8.03,101,10.25,.,0.02,1.26,155,.,.,5.5,
,Fog 3,28-Jul-14,2,2.01,16:00:50,6.7,10.33,107.20,8.03,101,10.26,.,0.02,1.21,245,.,.,5.5,
2014-2376,Fog 3,28-Jul-14,3,2.99,16:03:39,6.6,10.27,106.70,8.06,101.1,10.29,.,0.02,1.66,150,.,.,5.5,
,Fog 3,28-Jul-14,4,3.99,16:04:58,6.6,10.11,107.10,8.01,100,10.21,.,0.02,1.91,70,.,.,5.5,
,Fog 3,28-Jul-14,5,4.99,16:06:18,6.6,9.72,106.80,7.99,99,10.2,.,0.03,2.10,73,.,.,5.5,
2014-2377,Fog 3,28-Jul-14,6,5.97,16:07:55,6.6,9.64,106.50,7.98,98.1,10.13,.,0.03,2.16,53,.,.,5.5,
,Fog 3,28-Jul-14,7,7.01,16:08:57,6.6,9.33,106.50,7.93,96.8,10.07,.,0.02,1.68,26,.,.,5.5,
,Fog 3,28-Jul-14,8,8,16:10:30,6.6,9.06,106.60,7.87,95.5,10,.,0.02,1.57,19,.,.,5.5,
,Fog 3,28-Jul-14,9,8.98,16:12:06,6.6,8.15,109.40,7.69,92.3,9.88,.,0.02,1.56,17,.,.,5.5,
,Fog 3,28-Jul-14,10,9.99,16:13:25,6.6,5.23,120.70,7.43,82.7,9.53,.,0.03,2.81,15,.,.,5.5,
,Fog 3,28-Jul-14,11,10.98,16:15:11,6.6,4.73,125.10,7.36,77.6,9.05,.,0.03,2.15,13,.,.,5.5,
,Fog 3,28-Jul-14,12,11.98,16:16:32,6.6,4.53,127.10,7.32,76.1,8.92,.,0.02,1.97,12,.,.,5.5,
,Fog 3,28-Jul-14,13,12.99,16:17:55,6.6,4.4,128.30,7.31,74.8,8.8,.,0.02,1.77,,.,.,5.5,
,Fog 3,28-Jul-14,14,13.98,16:18:53,6.6,4.28,129.10,7.29,73.1,8.63,.,0.02,1.60,,.,.,5.5,
,Fog 3,28-Jul-14,15,15.01,16:20:07,6.6,4.24,129.90,7.28,71.8,8.49,.,0.02,1.63,,.,.,5.5,
2014-2380,Fog 3,28-Jul-14,16,15.99,16:21:17,6.6,4.15,130.40,7.26,70.2,8.32,.,0.02,1.61,,.,.,5.5,
,Fog 3,28-Jul-14,17,16.99,16:22:17,6.6,4.08,131.20,7.24,68.2,8.1,.,0.02,1.59,,.,.,5.5,
,Fog 3,28-Jul-14,18,17.99,16:23:17,6.6,4.04,131.50,7.23,66.6,7.92,.,0.02,1.71,,.,.,5.5,
,Fog 3,28-Jul-14,19,18.99,16:24:53,6.6,4.03,131.50,7.21,61.8,7.34,.,0.03,2.64,,.,.,5.5,
2014-2381,Fog 4,28-Jul-14,0,0.04,11:47:22,7.4,10.57,114.40,7.89,104.5,10.54,.,0.02,1.21,1386,.,.,3.5,
,Fog 4,28-Jul-14,0.5,0.5,11:50:04,7.3,10.51,114.50,7.96,104.4,10.56,.,0.03,1.84,698,.,.,3.5,
2014-2382,Fog 4,28-Jul-14,1,0.98,11:50:57,7.2,10.46,114.60,7.95,104.3,10.56,.,0.03,2.44,712,.,.,3.5,
,Fog 4,28-Jul-14,1.5,1.53,11:52:01,7.2,10.4,114.60,7.96,104,10.55,.,0.04,3.23,340,.,.,3.5,
,Fog 4,28-Jul-14,2,1.99,11:53:02,7.2,10.38,114.50,7.97,104.2,10.58,.,0.05,4.30,154,.,.,3.5,
,Fog 4,28-Jul-14,2.5,2.51,11:54:38,7.2,10.1,113.80,7.91,101.9,10.41,.,0.06,6.09,104,.,.,3.5,
2014-2383,Fog 4,28-Jul-14,3,3.03,11:55:55,7.2,9.22,114.50,7.86,100.2,10.45,.,0.07,6.22,77,.,.,3.5,
,Fog 4,28-Jul-14,3.5,3.55,11:57:07,7.2,9.03,114.50,7.81,98.3,10.3,.,0.07,6.93,52,.,.,3.5,
,Fog 4,28-Jul-14,4,4,11:58:25,7.2,8.74,114.40,7.64,92.8,9.79,.,0.07,6.84,38,.,.,3.5,
,Fog 4,28-Jul-14,4.5,4.5,11:59:23,7.2,8.54,117.00,7.56,91.3,9.68,.,0.06,6.03,28,.,.,3.5,
,Fog 5,28-Jul-14,0,0.01,10:42:22,7.5,9.45,103.70,7.58,95.3,9.89,.,0.01,0.99,1023,.,.,4.6,
,Fog 5,28-Jul-14,0.5,0.48,10:45:06,7.5,9.42,103.80,7.55,95.3,9.9,.,0.02,1.74,410,.,.,4.6,
2014-2385,Fog 5,28-Jul-14,1,1.02,10:46:39,7.4,9.4,103.70,7.59,94.9,9.85,.,0.02,1.82,212,.,.,4.6,
,Fog 5,28-Jul-14,2,1.99,10:48:03,7.4,8.51,99.60,7.52,92.3,9.8,.,0.03,2.49,159,.,.,4.6,
2014-2386,Fog 5,28-Jul-14,3,3.01,10:49:33,7.4,8.11,99.10,7.45,89.5,9.59,.,0.04,3.32,78,.,.,4.6,
,Fog 5,28-Jul-14,4,4.03,10:50:48,7.4,7.77,98.30,7.4,88.7,9.58,.,0.04,3.35,45,.,.,4.6,
2014-2387,Fog 5,28-Jul-14,5,5.01,10:51:59,7.4,7.55,98.30,7.37,87.4,9.49,.,0.04,3.45,29,.,.,4.6,
,Fog 5,28-Jul-14,6,6.02,10:54:33,7.4,7.43,98.70,7.33,85.2,9.28,.,0.04,3.32,19,.,.,4.6,
,Fog 5,28-Jul-14,7,6.98,10:56:31,7.3,7.26,101.10,7.26,81,8.87,.,0.04,3.19,15,.,.,4.6,
2014-2388,Fog 5,28-Jul-14,8,7.99,10:58:40,7.3,5.75,143.60,6.94,20.5,2.33,.,0.03,2.58,12,.,.,4.6,
,Fog 5,28-Jul-14,9,8.98,11:00:05,7.3,4.91,155.70,6.95,6.3,0.73,.,0.04,11.00,11,.,.,4.6,
2014-2126,E5,30-Jul-14,0,0.03,9:43:58,7.6,10.12,13.20,6.8,97.6,9.97,.,0.02,1.69,908,.,.,2.7,
,E5,30-Jul-14,0.5,0.51,9:46:37,7.5,10.03,13.10,6.75,97.2,9.94,.,0.02,1.81,536,.,.,2.7,
2014-2127,E5,30-Jul-14,1,1.02,9:47:34,7.5,9.83,13.10,6.72,96.6,9.93,.,0.03,2.16,296,.,.,2.7,
,E5,30-Jul-14,2,1.99,9:50:03,7.5,9.75,13.10,6.74,95.8,9.87,.,0.05,4.87,117,.,.,2.7,
2014-2128,E5,30-Jul-14,3,3,9:51:33,7.4,9.66,13.10,6.7,94.6,9.77,.,0.07,6.15,51,.,.,2.7,
,E5,30-Jul-14,4,4.02,9:52:44,7.4,9.63,13.20,6.64,94.5,9.76,.,0.07,6.64,26,.,.,2.7,
2014-2129,E5,30-Jul-14,5,5,9:53:56,7.4,8.77,13.20,6.47,85.7,9.04,.,0.08,7.55,17,.,.,2.7,
,E5,30-Jul-14,6,6,9:55:42,7.4,7.41,14.20,6.23,62.1,6.77,.,0.08,7.53,12,.,.,2.7,
,E5,30-Jul-14,7,6.97,9:57:13,7.4,6.33,14.60,6.16,51,5.72,.,0.07,7.21,11,.,.,2.7,
2014-2130,E5,30-Jul-14,8,8.01,9:58:41,7.4,5.99,15.00,6.13,45,5.09,.,0.07,6.87,10,.,.,2.7,
,E5,30-Jul-14,9,9.03,10:00:21,7.4,5.77,15.60,6.1,38.7,4.4,.,0.09,8.48,,.,.,2.7,
2014-2131,E5,30-Jul-14,10,9.98,10:02:44,7.3,5.7,16.00,6.11,36.6,4.17,.,0.08,7.88,,.,.,2.7,
,E5,30-Jul-14,11,10.98,10:04:56,7.3,5.55,17.40,6.12,28.2,3.23,.,0.07,7.06,,.,.,2.7,
2014-2132,E6,30-Jul-14,0,0.02,11:45:11,7.1,11.24,13.80,6.79,101.8,10.13,.,0.02,1.92,1106,.,.,>Xm,"X = 2.7, Secchi hit bottom at 2.7 m"
,E6,30-Jul-14,0.5,0.49,11:47:17,7.1,10.62,13.70,6.84,101.1,10.21,.,0.02,1.93,672,.,.,>Xm,"X = 2.7, Secchi hit bottom at 2.7 m"
2014-2133,E6,30-Jul-14,1,1.01,11:48:06,7,10.14,13.90,6.83,100.1,10.21,.,0.03,2.26,257,.,.,>Xm,"X = 2.7, Secchi hit bottom at 2.7 m"
,E6,30-Jul-14,1.5,1.49,11:49:02,7,9.91,13.70,6.84,100.1,10.27,.,0.03,2.74,135,.,.,>Xm,"X = 2.7, Secchi hit bottom at 2.7 m"
2014-2134,E6,30-Jul-14,2,2.02,11:50:02,7,9.69,13.80,6.83,99.1,10.22,.,0.03,3.03,33,.,.,>Xm,"X = 2.7, Secchi hit bottom at 2.7 m"
,E6,30-Jul-14,2.5,2.51,11:51:00,7,9.42,13.60,6.82,100,10.38,.,0.04,3.76,20,.,.,>Xm,"X = 2.7, Secchi hit bottom at 2.7 m"
2014-2063,Toolik,1-Aug-14,0,0.02,9:14:44,7.1,10.34,76.00,8.07,101.5,10.31,.,0.03,2.44,206,.,.,4.3,
,Toolik,1-Aug-14,0.5,0.5,9:18:26,7,10.34,75.40,8.07,101.6,10.31,.,0.04,3.24,105,.,.,4.3,
2014-2064,Toolik,1-Aug-14,1,0.99,9:20:00,7,10.35,75.70,8.06,101.2,10.28,.,0.04,3.40,57,.,.,4.3,
,Toolik,1-Aug-14,2,2.01,9:21:52,7,10.37,75.70,8.05,101.9,10.34,.,0.04,3.65,24,.,.,4.3,
2014-2066,Toolik,1-Aug-14,3,3.02,9:24:01,6.9,10.38,75.80,8.05,101.1,10.26,.,0.04,3.73,18,.,.,4.3,
,Toolik,1-Aug-14,4,4.02,9:25:17,6.9,10.33,75.70,8.04,101.5,10.31,.,0.04,3.81,15,.,.,4.3,
2014-2067,Toolik,1-Aug-14,5,5.01,9:26:33,6.9,10.2,75.60,8.03,100.4,10.23,.,0.04,4.01,12,.,.,4.3,
,Toolik,1-Aug-14,6,6.01,9:27:42,6.9,10.17,75.60,8.03,100.8,10.27,.,0.04,3.83,,,.,4.3,
,Toolik,1-Aug-14,7,7,9:28:48,6.9,10.16,75.80,8.02,100.4,10.24,.,0.04,3.87,,,.,4.3,
2014-2068,Toolik,1-Aug-14,8,8,9:30:16,6.9,9.69,75.60,7.94,98,10.11,.,0.03,3.02,,,.,4.3,
,Toolik,1-Aug-14,9,9.01,9:31:45,6.9,8.76,74.80,7.75,91.7,9.67,.,0.03,2.71,,,.,4.3,
,Toolik,1-Aug-14,10,9.99,9:32:58,6.8,6.44,75.20,7.49,81.3,9.08,.,0.03,2.84,,,.,4.3,
,Toolik,1-Aug-14,11,10.99,9:34:35,6.8,6.06,75.40,7.43,79.6,8.98,.,0.03,2.16,,,.,4.3,
2014-2069,Toolik,1-Aug-14,12,12.01,9:36:43,6.8,5.85,75.60,7.4,78,8.84,.,0.02,1.99,,,.,4.3,
,Toolik,1-Aug-14,13,13,9:37:59,6.8,5.73,75.90,7.4,77.3,8.8,.,0.02,1.93,,,.,4.3,
,Toolik,1-Aug-14,14,14,9:39:20,6.8,5.53,76.00,7.37,76.3,8.72,.,0.02,1.79,,,.,4.3,
,Toolik,1-Aug-14,15,15,9:40:29,6.8,5.47,75.90,7.36,75,8.59,.,0.02,1.81,,,.,4.3,
2014-2070,Toolik,1-Aug-14,16,15.99,9:41:40,6.8,5.41,76.20,7.35,74.6,8.55,.,0.02,1.77,,,.,4.3,
,Toolik,1-Aug-14,17,17,9:43:04,6.8,5.38,76.40,7.33,73.8,8.47,.,0.02,1.70,,,.,4.3,
,Toolik,1-Aug-14,18,18,9:44:17,6.8,5.34,76.00,7.32,72.9,8.37,.,0.02,1.71,,,.,4.3,
,Toolik,1-Aug-14,19,19,9:45:33,6.8,5.33,76.00,7.31,72,8.27,.,0.02,1.80,,,.,4.3,
2014-2071,Toolik,1-Aug-14,20,20.01,9:47:10,6.8,5.32,76.60,7.3,71.8,8.25,.,0.02,1.82,,,.,4.3,
,Toolik,1-Aug-14,21,20.99,9:48:45,6.8,5.31,76.60,7.29,71.9,8.26,.,0.02,1.81,,,.,4.3,
,Toolik,1-Aug-14,22,22.01,9:50:08,6.8,5.29,76.20,7.29,71.5,8.22,.,0.02,1.77,,,.,4.3,
,Dimple Lake,4-Aug-14,0,0.01,16:28:52,7.1,11.14,18.80,6.8,97.9,9.76,.,0.06,6.10,1451,.,.,.,
,Dimple Lake,4-Aug-14,0.5,0.51,16:30:59,7,11.13,18.80,6.7,97.9,9.76,.,0.07,6.73,529,.,.,.,
2014-2290,Dimple Lake,4-Aug-14,1,1.01,16:32:38,7,11.11,18.70,6.7,98.1,9.78,.,0.07,6.96,143,.,.,.,
,Dimple Lake,4-Aug-14,2,2.01,16:33:31,7,11.03,18.70,6.67,97.3,9.73,.,0.07,7.02,20,.,.,.,
,Dimple Lake,4-Aug-14,3,3,16:34:36,7,8.47,16.80,6.33,81.6,8.67,.,0.06,5.70,14,.,.,.,
2014-2291,Dimple Lake,4-Aug-14,4,4,.,.,7.07,18.80,6.25,49.4,5.47,.,0.05,4.68,13,.,.,.,
,Dimple Lake,4-Aug-14,5,5.02,16:37:50,6.9,5.42,22.00,6.26,2.4,0.28,.,0.04,3.41,,.,.,.,
,Dimple Lake,4-Aug-14,7,6.97,16:40:25,6.9,4.76,34.40,6.56,0,0,.,0.04,3.93,,.,.,.,
,Horn Lake,4-Aug-14,0,0.03,15:18:41,7.1,11.59,21.50,7.31,99.7,9.84,.,0.05,4.62,782,.,.,.,
,Horn Lake,4-Aug-14,0.5,0.49,15:21:12,7.1,11.58,21.70,7.25,99.6,9.83,.,0.05,4.87,347,.,.,.,
2014-2294,Horn Lake,4-Aug-14,1,0.99,15:22:14,7,11.58,21.50,7.24,99.7,9.84,.,0.06,5.28,51,.,.,.,"Secchi, Algal Comp depth, and Zoop Tow depths not recorded in field book; Bottom depth was 5.83m so no deeper than that"
,Horn Lake,4-Aug-14,1.5,1.5,15:23:21,7,11.57,21.50,7.23,99.4,9.82,.,0.05,5.17,47,.,.,.,
,Horn Lake,4-Aug-14,2,1.99,15:24:45,7,11.52,21.50,7.25,99.6,9.84,.,0.06,5.47,33,.,.,.,
,Horn Lake,4-Aug-14,2.5,2.52,15:26:40,7,11.49,21.50,7.24,99.8,9.87,.,0.06,5.33,24,.,.,.,
,Horn Lake,4-Aug-14,3,3.01,15:27:56,7,11.48,21.50,7.24,99.9,9.89,.,0.06,5.60,19,.,.,.,
,Horn Lake,4-Aug-14,3.5,3.52,15:29:03,7,11.44,21.60,7.24,99.5,9.85,.,0.06,5.37,16,.,.,.,
,Horn Lake,4-Aug-14,4,4.01,15:29:58,7,11.4,21.70,7.2,98.4,9.76,.,0.06,5.20,14,.,.,.,
,Horn Lake,4-Aug-14,4.5,4.49,15:31:28,7,11.4,21.40,7.23,98.5,9.76,.,0.05,5.25,13,.,.,.,
2014-2295,Horn Lake,4-Aug-14,5,5,15:32:32,7,11.38,21.60,7.19,98.2,9.74,.,0.05,4.98,12,.,.,.,
,Horn Lake,4-Aug-14,5.5,5.5,15:35:16,7,11.14,22.20,6.91,82.7,8.25,.,0.05,4.50,,.,.,.,
,Perched Lake,4-Aug-14,0,0.01,12:31:06,7.5,11.3,54.90,7.99,105.3,10.46,.,0.02,1.92,516,.,.,2.8,
,Perched Lake,4-Aug-14,0.5,0.49,12:33:35,7.5,11.31,54.80,7.98,105.2,10.44,.,0.03,3.07,328,.,.,2.8,
2014-2296,Perched Lake,4-Aug-14,1,1.01,12:34:39,7.4,11.31,54.80,7.98,105.3,10.46,.,0.04,3.08,208,.,.,2.8,
,Perched Lake,4-Aug-14,2,2,12:35:46,7.4,11.31,54.80,7.98,105.3,10.46,.,0.04,3.46,107,.,.,2.8,
,Perched Lake,4-Aug-14,3,3.01,12:36:47,7.4,11.31,54.60,7.98,104.9,10.41,.,0.04,3.63,67,.,.,2.8,
,Perched Lake,4-Aug-14,4,4.01,12:38:01,7.3,11.3,54.60,7.96,105,10.43,.,0.04,4.00,50,.,.,2.8,
,Perched Lake,4-Aug-14,5,5,12:38:53,7.3,11.3,54.80,7.95,105.2,10.45,.,0.04,4.01,36,.,.,2.8,
,Perched Lake,4-Aug-14,6,5.98,12:40:34,7.3,9.14,54.50,7.49,89.2,9.32,.,0.05,4.21,23,.,.,2.8,
,Perched Lake,4-Aug-14,7,6.99,12:42:09,7.3,7.28,54.70,7.17,69.7,7.62,.,0.04,3.63,17,.,.,2.8,
2014-2297,Perched Lake,4-Aug-14,8,8,12:43:20,7.3,6.45,54.70,7.08,60.5,6.75,.,0.03,3.02,15,.,.,2.8,
,Perched Lake,4-Aug-14,9,8.99,12:44:36,7.3,6.25,54.80,7.04,58.3,6.54,.,0.03,2.96,14,.,.,2.8,
,Perched Lake,4-Aug-14,10,9.97,12:46:02,7.3,6.15,54.80,7,56.4,6.35,.,0.03,2.70,,.,.,2.8,
,Perched Lake,4-Aug-14,11,11.01,12:47:30,7.2,6.08,55.10,6.98,53.6,6.05,.,0.03,2.07,,.,.,2.8,
,Perched Lake,4-Aug-14,12,12,12:49:14,7.2,6,55.50,6.96,48.9,5.52,.,0.03,2.24,,.,.,2.8,
,Shasta Lake,4-Aug-14,0,0.01,14:10:18,7.2,11.63,12.30,6.69,100.5,9.9,.,0.06,5.23,523,.,.,1.4,
,Shasta Lake,4-Aug-14,0.5,0.51,14:12:52,7.2,11.63,12.20,6.66,100.4,9.9,.,0.07,6.70,275,.,.,1.4,
2014-2292,Shasta Lake,4-Aug-14,1,1.01,14:13:41,7.2,11.64,12.30,6.64,100.8,9.94,.,0.07,6.89,95,.,.,1.4,
,Shasta Lake,4-Aug-14,2,2,14:14:45,7.1,11.61,12.20,6.62,101,9.96,.,0.07,6.92,29,.,.,1.4,
,Shasta Lake,4-Aug-14,3,3,14:15:51,7.1,11.62,12.20,6.65,100.6,9.92,.,0.07,7.16,16,.,.,1.4,
,Shasta Lake,4-Aug-14,4,4.02,14:18:11,7.1,9,12.20,6.35,88.3,9.26,.,0.06,6.02,14,.,.,1.4,
,Shasta Lake,4-Aug-14,5,4.98,14:19:07,7.1,8.38,12.90,6.3,78.8,8.38,.,0.06,5.51,12,.,.,1.4,
,Shasta Lake,4-Aug-14,6,6.01,14:20:25,7.1,6.41,17.10,6.18,25.7,2.88,.,0.04,3.63,,.,.,1.4,
,Shasta Lake,4-Aug-14,7,6.98,14:21:46,7.1,4.95,19.50,6.21,2.4,0.28,.,0.03,2.78,,.,.,1.4,
2014-2293,Shasta Lake,4-Aug-14,8,7.99,14:22:56,7.1,4.68,22.30,6.28,0,0,.,0.03,2.80,,.,.,1.4,
,Shasta Lake,4-Aug-14,9,9.01,14:23:40,7,4.59,25.50,6.37,0,0,.,0.03,2.93,,.,.,1.4,
,Shasta Lake,4-Aug-14,10,9.99,14:24:20,7.1,4.54,28.60,6.42,0,0,.,0.03,3.05,,.,.,1.4,
,Shasta Lake,4-Aug-14,11,10.99,14:25:15,7.1,4.47,34.10,6.54,0,0,.,0.04,3.29,,.,.,1.4,
2014-2551,LTER 345 (GTH 57),5-Aug-14,0,-0.01,10:29:54,7.4,10.32,158.10,8.1,99.3,10.09,.,0.01,0.67,694,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,0.5,0.51,10:33:12,7.5,10.29,158.40,8.07,99.2,10.08,.,0.01,0.71,484,.,.,3.2,
2014-2552,LTER 345 (GTH 57),5-Aug-14,1,0.99,10:34:53,7.5,10.26,158.50,8.06,99.3,10.1,.,0.01,0.79,318,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,2,2.01,10:36:04,7.5,10.2,158.40,8.06,98.9,10.08,.,0.01,0.99,171,.,.,3.2,
2014-2553,LTER 345 (GTH 57),5-Aug-14,3,3,10:37:22,7.5,10.17,158.40,8.05,98.6,10.05,.,0.02,1.38,89,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,4,3.99,10:38:49,7.5,10.16,158.40,8.05,98.7,10.07,.,0.02,1.52,64,.,.,3.2,
2014-2554,LTER 345 (GTH 57),5-Aug-14,5,5.01,10:40:02,7.4,10.15,158.40,8.04,98.8,10.07,.,0.02,1.56,41,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,6,6.02,10:41:25,7.4,10.11,158.90,8.02,98.7,10.08,.,0.02,1.61,26,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,7,7.02,10:43:30,7.4,9.25,157.40,7.91,96.8,10.08,.,0.02,1.64,18,.,.,3.2,
2014-2555,LTER 345 (GTH 57),5-Aug-14,8,8,10:45:05,7.4,8.41,155.10,7.81,95.1,10.11,.,0.02,1.68,14,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,9,8.98,10:46:25,7.4,7.92,153.90,7.73,93.5,10.06,.,0.02,1.80,12,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,10,10.03,10:47:15,7.4,6.08,152.00,7.63,90.8,10.23,.,0.02,1.88,11,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,11,10.99,10:48:35,7.4,5.22,150.30,7.57,87.9,10.13,.,0.02,1.70,10,.,.,3.2,
2014-2556,LTER 345 (GTH 57),5-Aug-14,12,11.99,10:49:22,7.4,5.05,150.30,7.54,87,10.07,.,0.02,1.54,,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,13,12.98,10:50:21,7.4,4.95,149.90,7.52,86.7,10.06,.,0.02,1.41,,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,14,14.01,10:51:23,7.4,4.9,150.40,7.51,86.2,10.01,.,0.02,1.30,,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,15,14.98,10:52:18,7.4,4.82,150.60,7.49,85.1,9.9,.,0.02,1.19,,.,.,3.2,
2014-2557,LTER 345 (GTH 57),5-Aug-14,16,16,10:53:07,7.3,4.79,150.40,7.48,84.7,9.87,.,0.02,1.19,,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,17,17,10:53:59,7.3,4.78,150.70,7.47,84.1,9.8,.,0.02,1.25,,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,18,17.98,10:54:52,7.3,4.76,150.60,7.46,84.3,9.83,.,0.02,1.16,,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,19,18.97,10:56:10,7.3,4.73,150.20,7.45,83.9,9.78,.,0.02,1.23,,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,20,19.98,10:57:12,7.3,4.73,150.60,7.44,83.2,9.71,.,0.02,1.24,,.,.,3.2,
,LTER 345 (GTH 57),5-Aug-14,21,21,10:58:15,7.3,4.69,150.10,7.43,82.4,9.62,.,0.02,1.30,,.,.,3.2,
