SortChem_#,Site,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM,Notes
2009-2027,I Swamp,24-Jun-2009,3,0.52,0.66,0.25,0.141,.,0.039,.,.,.,.,.,.,.,.,.,.,.,.,436,0.351,.,.,.,.,.,.,.,
2009-2014,I6,24-Jun-2009,1,1.83,2.11,0.53,0.000,.,0.047,.,.,.,.,.,.,.,.,.,.,.,.,402,0.306,.,.,.,.,.,.,.,
2009-2015,I6,24-Jun-2009,5,2.13,2.40,0.52,0.047,.,0.045,.,.,.,.,.,.,.,.,.,.,.,.,428,0.309,.,.,.,.,.,.,.,
2009-2016,I6,24-Jun-2009,12,1.50,1.72,0.42,0.519,.,0.054,.,.,.,.,.,.,.,.,.,.,.,.,601,0.371,.,.,.,.,.,.,.,
2009-2020,I7,24-Jun-2009,1,0.68,0.84,0.31,0.000,.,0.056,.,.,.,.,.,.,.,.,.,.,.,.,376,0.311,.,.,.,.,.,.,.,
2009-2021,I7,24-Jun-2009,5,1.51,1.73,0.42,0.000,.,0.050,.,.,.,.,.,.,.,.,.,.,.,.,407,0.309,.,.,.,.,.,.,.,
2009-2022,I7,24-Jun-2009,10,1.35,1.56,0.41,0.000,.,0.064,.,.,.,.,.,.,.,.,.,.,.,.,440,0.313,.,.,.,.,.,.,.,
2009-2023,I8,24-Jun-2009,1,1.90,2.08,0.36,0.000,.,0.107,.,.,.,.,.,.,.,.,.,.,.,.,462,0.409,.,.,.,.,.,.,.,
2009-2024,I8,24-Jun-2009,3,1.44,1.60,0.31,0.000,.,0.088,.,.,.,.,.,.,.,.,.,.,.,.,471,0.411,.,.,.,.,.,.,.,
2009-2025,I8,24-Jun-2009,7,0.27,0.39,0.23,0.090,.,0.064,.,.,.,.,.,.,.,.,.,.,.,.,492,0.403,.,.,.,.,.,.,.,
2009-0673,NE14,25-Jun-2009,0,.,.,.,0.270,.,0.040,0.000,8.100,.,.,0.060,.,0.07,20.6,.,204.10,.,299,1049,1.805,.,.,881.90,222.60,27.10,17.47,29.6,
2009-0675,NE14,25-Jun-2009,2,.,.,.,0.270,.,0.010,0.000,8.300,.,.,0.190,.,0.09,21.8,.,399.30,.,208,973,1.813,.,.,881.80,222.00,27.40,17.21,29.4,
2009-0678,NE14,25-Jun-2009,7,.,.,.,0.230,.,0.000,0.000,9.500,.,.,0.120,.,0.09,23.1,.,230.70,.,222,999,1.866,.,.,899.80,225.50,27.40,17.47,30.0,
2009-0924,NE14,25-Jun-2009,10,.,.,.,0.380,.,.,0.200,8.300,.,.,0.140,.,0.09,26.2,.,245.60,.,209,1091,1.947,.,.,865.40,220.00,26.60,17.15,16.6,
2009-0923,NE14,25-Jun-2009,15,.,.,.,0.760,.,.,0.910,9.800,.,.,0.060,.,0.10,23.1,.,209.60,.,234,1108,2.164,.,.,865.70,218.20,26.80,17.23,27.6,
2009-0232,Toolik Main,26-Jun-2009,0,2.81,2.98,0.33,0.522,.,0.138,.,.,.,.,.,.,.,.,.,.,.,.,693,0.597,.,.,.,.,.,.,.,
2009-0233,Toolik Main,26-Jun-2009,1,2.68,2.89,0.41,0.364,.,0.109,.,.,.,.,.,.,.,.,.,.,.,.,692,0.597,.,.,.,.,.,.,.,
2009-0234,Toolik Main,26-Jun-2009,2,2.75,2.96,0.41,0.027,.,0.083,.,.,.,.,.,.,.,.,.,.,.,.,698,0.597,.,.,.,.,.,.,.,Sortchem on sample bottle accidentally mislabelled as 2009-0226
2009-0235,Toolik Main,26-Jun-2009,5,2.52,2.73,0.41,0.202,.,0.087,.,.,.,.,.,.,.,.,.,.,.,.,710,0.601,.,.,.,.,.,.,.,Sortchem on sample bottle accidentally mislabelled as 2009-0227
2009-0236,Toolik Main,26-Jun-2009,8,1.97,2.14,0.34,0.069,.,0.078,.,.,.,.,.,.,.,.,.,.,.,.,718,0.602,.,.,.,.,.,.,.,Sortchem on sample bottle accidentally mislabelled as 2009-0228
2009-0237,Toolik Main,26-Jun-2009,12,0.67,0.80,0.26,0.332,.,0.077,.,.,.,.,.,.,.,.,.,.,.,.,792,0.648,.,.,.,.,.,.,.,Sortchem on sample bottle accidentally mislabelled as 2009-0229
2009-0238,Toolik Main,26-Jun-2009,16,0.61,0.75,0.27,0.737,.,0.074,.,.,.,.,.,.,.,.,.,.,.,.,884,0.715,.,.,.,.,.,.,.,Sortchem on sample bottle accidentally mislabelled as 2009-0230
2009-0239,Toolik Main,26-Jun-2009,20,1.00,2.41,2.74,0.163,.,0.082,.,.,.,.,.,.,.,.,.,.,.,.,921,0.745,.,.,.,.,.,.,.,Sortchem on sample bottle accidentally mislabelled as 2009-0231
2009-0233.1,Toolik Main - Dup,26-Jun-2009,1,.,.,.,0.090,.,0.092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sortchem on sample bottle accidentally mislabelled as 2009-0225.1
2009-0100,E5,29-Jun-2009,0,2.14,2.43,0.57,0.172,.,0.085,.,.,.,.,.,.,.,.,.,.,.,.,125,0.083,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0101,E5,29-Jun-2009,1,2.32,2.70,0.74,0.102,.,0.016,.,.,.,.,.,.,.,.,.,.,.,.,137,0.090,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0102,E5,29-Jun-2009,3,2.87,3.29,0.82,0.036,.,0.112,.,.,.,.,.,.,.,.,.,.,.,.,143,0.084,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0103,E5,29-Jun-2009,5,2.29,2.82,1.04,0.240,.,0.062,.,.,.,.,.,.,.,.,.,.,.,.,249,0.092,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0104,E5,29-Jun-2009,8,0.82,1.33,0.99,1.625,.,0.046,.,.,.,.,.,.,.,.,.,.,.,.,302,0.094,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0105,E5,29-Jun-2009,10,0.81,1.39,1.14,1.527,.,0.051,.,.,.,.,.,.,.,.,.,.,.,.,323,0.097,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0106,E6,29-Jun-2009,0,0.79,0.97,0.35,0.340,.,0.027,.,.,.,.,.,.,.,.,.,.,.,.,130,0.081,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0107,E6,29-Jun-2009,1,0.81,0.99,0.35,0.296,.,0.031,.,.,.,.,.,.,.,.,.,.,.,.,151,0.082,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0108,E6,29-Jun-2009,2,0.90,1.12,0.44,0.553,.,0.006,.,.,.,.,.,.,.,.,.,.,.,.,153,0.082,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-2028,Fog 2,01-Jul-2009,0,0.50,0.54,0.07,0.110,.,0.061,.,.,.,.,.,.,.,.,.,.,.,.,1443,1.386,.,.,.,.,.,.,.,
2009-2029,Fog 2,01-Jul-2009,1,0.51,0.54,0.06,0.064,.,0.040,.,.,.,.,.,.,.,.,.,.,.,.,1438,1.379,.,.,.,.,.,.,.,
2009-2030,Fog 2,01-Jul-2009,3,0.42,0.46,0.07,0.121,.,0.032,.,.,.,.,.,.,.,.,.,.,.,.,1442,1.379,.,.,.,.,.,.,.,
2009-2031,Fog 2,01-Jul-2009,5,0.60,0.65,0.10,0.084,.,0.032,.,.,.,.,.,.,.,.,.,.,.,.,1484,1.391,.,.,.,.,.,.,.,
2009-2032,Fog 2,01-Jul-2009,8,0.91,1.01,0.20,0.092,.,0.035,.,.,.,.,.,.,.,.,.,.,.,.,1577,1.434,.,.,.,.,.,.,.,
2009-2032.1,Fog 2,01-Jul-2009,10,13.57,13.80,0.44,0.655,.,0.052,.,.,.,.,.,.,.,.,.,.,.,.,1862,1.609,.,.,.,.,.,.,.,Chl maximum
2009-2033,Fog 2,01-Jul-2009,12,11.69,12.06,0.71,0.194,.,0.049,.,.,.,.,.,.,.,.,.,.,.,.,1893,1.615,.,.,.,.,.,.,.,
2009-2034,Fog 2,01-Jul-2009,16,6.05,6.29,0.46,0.077,.,0.038,.,.,.,.,.,.,.,.,.,.,.,.,1940,1.642,.,.,.,.,.,.,.,
2009-2035,Fog 4,01-Jul-2009,0,1.79,1.99,0.41,0.442,.,0.038,.,.,.,.,.,.,.,.,.,.,.,.,955,0.893,.,.,.,.,.,.,.,
2009-2036,Fog 4,01-Jul-2009,1,1.64,1.83,0.37,0.449,.,0.033,.,.,.,.,.,.,.,.,.,.,.,.,954,0.886,.,.,.,.,.,.,.,
2009-2037,Fog 4,01-Jul-2009,2,2.34,2.72,0.73,0.164,.,0.034,.,.,.,.,.,.,.,.,.,.,.,.,985,0.888,.,.,.,.,.,.,.,
2009-0248,Toolik Main,03-Jul-2009,0,1.18,1.28,0.19,0.274,.,0.118,.,.,.,.,.,.,.,.,.,.,.,.,648,0.572,.,.,.,.,.,.,.,
2009-0249,Toolik Main,03-Jul-2009,1,1.28,1.35,0.13,0.259,.,0.078,.,.,.,.,.,.,.,.,.,.,.,.,639,0.571,.,.,.,.,.,.,.,
2009-0249.1,Toolik Main,03-Jul-2009,1,1.15,1.25,0.20,0.153,.,0.084,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2009-0250,Toolik Main,03-Jul-2009,3,1.39,1.54,0.29,0.112,.,0.087,.,.,.,.,.,.,.,.,.,.,.,.,649,0.575,.,.,.,.,.,.,.,
2009-0251,Toolik Main,03-Jul-2009,5,2.28,2.50,0.42,0.103,.,0.105,.,.,.,.,.,.,.,.,.,.,.,.,683,0.584,.,.,.,.,.,.,.,
2009-0252,Toolik Main,03-Jul-2009,8,1.67,1.95,0.54,0.165,.,0.112,.,.,.,.,.,.,.,.,.,.,.,.,760,0.600,.,.,.,.,.,.,.,
2009-0253,Toolik Main,03-Jul-2009,12,0.29,0.45,0.30,0.444,.,0.111,.,.,.,.,.,.,.,.,.,.,.,.,785,0.601,.,.,.,.,.,.,.,
2009-0254,Toolik Main,03-Jul-2009,16,0.32,0.46,0.28,0.646,.,0.121,.,.,.,.,.,.,.,.,.,.,.,.,792,0.599,.,.,.,.,.,.,.,
2009-0255,Toolik Main,03-Jul-2009,20,1.02,2.04,1.99,0.695,.,0.139,.,.,.,.,.,.,.,.,.,.,.,.,805,0.601,.,.,.,.,.,.,.,
2009-2048,N1,06-Jul-2009,0,0.36,0.65,0.56,0.087,.,0.065,.,.,.,.,.,.,.,.,.,.,.,.,1126,1.078,.,.,.,.,.,.,.,
2009-2049,N1,06-Jul-2009,1,0.02,0.47,0.88,0.147,.,0.060,.,.,.,.,.,.,.,.,.,.,.,.,1128,1.079,.,.,.,.,.,.,.,
2009-2050,N1,06-Jul-2009,3,0.64,0.76,0.22,0.077,.,0.050,.,.,.,.,.,.,.,.,.,.,.,.,1134,1.062,.,.,.,.,.,.,.,
2009-2051,N1,06-Jul-2009,5,1.24,1.44,0.39,0.080,.,0.061,.,.,.,.,.,.,.,.,.,.,.,.,1384,1.146,.,.,.,.,.,.,.,
2009-2052,N1,06-Jul-2009,8,3.95,4.52,1.11,0.066,.,0.062,.,.,.,.,.,.,.,.,.,.,.,.,1946,1.456,.,.,.,.,.,.,.,
2009-2053,N1,06-Jul-2009,11,1.71,2.20,0.96,5.158,.,0.060,.,.,.,.,.,.,.,.,.,.,.,.,2407,1.651,.,.,.,.,.,.,.,
2009-2054,N2 Fert,06-Jul-2009,0.00,0.42,0.47,0.10,0.125,.,0.054,.,.,.,.,.,.,.,.,.,.,.,.,1315,1.268,.,.,.,.,.,.,.,
2009-2055,N2 Fert,06-Jul-2009,1,0.37,0.43,0.10,0.118,.,0.050,.,.,.,.,.,.,.,.,.,.,.,.,1313,1.264,.,.,.,.,.,.,.,
2009-2056,N2 Fert,06-Jul-2009,3,0.85,0.97,0.24,0.094,.,0.058,.,.,.,.,.,.,.,.,.,.,.,.,1485,1.328,.,.,.,.,.,.,.,
2009-2057,N2 Fert,06-Jul-2009,5,1.55,2.02,0.90,0.155,.,0.061,.,.,.,.,.,.,.,.,.,.,.,.,2578,2.232,.,.,.,.,.,.,.,
2009-2057.1,N2 Fert,06-Jul-2009,7,11.67,13.40,3.37,0.122,.,0.083,.,.,.,.,.,.,.,.,.,.,.,.,3267,2.468,.,.,.,.,.,.,.,Chl maximum
2009-2058,N2 Fert,06-Jul-2009,8,5.86,6.93,2.07,0.277,.,0.072,.,.,.,.,.,.,.,.,.,.,.,.,3233,2.452,.,.,.,.,.,.,.,
2009-2059,N2 Ref,06-Jul-2009,0.00,0.39,0.45,0.12,0.197,.,0.071,.,.,.,.,.,.,.,.,.,.,.,.,1330,1.277,.,.,.,.,.,.,.,
2009-2060,N2 Ref,06-Jul-2009,1,0.39,0.45,0.11,0.121,.,0.061,.,.,.,.,.,.,.,.,.,.,.,.,1313,1.258,.,.,.,.,.,.,.,
2009-2061,N2 Ref,06-Jul-2009,3,0.60,0.72,0.23,0.347,.,0.071,.,.,.,.,.,.,.,.,.,.,.,.,1432,1.268,.,.,.,.,.,.,.,
2009-2062,N2 Ref,06-Jul-2009,5,1.17,1.40,0.45,0.373,.,0.066,.,.,.,.,.,.,.,.,.,.,.,.,2620,2.211,.,.,.,.,.,.,.,
2009-2063,N2 Ref,06-Jul-2009,6,2.54,3.05,1.00,0.139,.,0.059,.,.,.,.,.,.,.,.,.,.,.,.,2844,2.397,.,.,.,.,.,.,.,
2009-0109,E5,08-Jul-2009,0,3.22,3.70,0.93,0.252,.,0.023,.,.,.,.,.,.,.,.,.,.,.,.,121,0.087,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0110,E5,08-Jul-2009,1,2.96,3.47,0.98,0.279,.,0.033,.,.,.,.,.,.,.,.,.,.,.,.,136,0.095,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0111,E5,08-Jul-2009,3,3.84,4.70,1.68,0.296,.,0.035,.,.,.,.,.,.,.,.,.,.,.,.,198,0.093,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0112,E5,08-Jul-2009,5,1.21,1.51,0.58,0.353,.,0.043,.,.,.,.,.,.,.,.,.,.,.,.,309,0.088,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0113,E5,08-Jul-2009,8,0.55,0.84,0.57,1.485,.,0.068,.,.,.,.,.,.,.,.,.,.,.,.,411,0.100,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0114,E5,08-Jul-2009,10,0.44,0.81,0.72,2.222,.,0.087,.,.,.,.,.,.,.,.,.,.,.,.,432,0.000,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0115,E6,08-Jul-2009,0,2.44,2.77,0.64,0.276,.,0.015,.,.,.,.,.,.,.,.,.,.,.,.,126,0.087,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0116,E6,08-Jul-2009,1,2.39,2.70,0.60,0.389,.,0.011,.,.,.,.,.,.,.,.,.,.,.,.,127,0.083,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0117,E6,08-Jul-2009,2,0.13,1.67,3.00,0.669,.,0.048,.,.,.,.,.,.,.,.,.,.,.,.,208,0.078,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0802,NE14,10-Jul-2009,0,.,.,.,0.170,.,0.010,0.000,7.800,.,.,.,.,0.09,18.7,.,216.50,.,204,1680,1.835,.,.,846.20,204.30,25.40,16.53,25.9,
2009-0803,NE14,10-Jul-2009,2,.,.,.,0.510,.,0.020,0.000,7.800,.,.,.,.,0.08,.,.,.,.,210,1575,1.798,.,.,840.10,205.10,25.20,16.59,25.8,
2009-0804,NE14,10-Jul-2009,4,.,.,.,0.510,.,0.010,0.040,7.400,.,.,.,.,0.06,27.9,.,275.80,.,206,1666,1.811,.,.,865.30,212.10,26.20,16.98,27.0,
2009-0801,NE14,10-Jul-2009,10,.,.,.,0.350,.,0.020,0.020,7.900,.,.,.,.,0.11,28.1,.,304.40,.,279,1788,1.895,.,.,894.10,216.60,26.90,17.15,27.9,
2009-0800,NE14,10-Jul-2009,15,.,.,.,0.730,.,0.020,0.810,9.600,.,.,.,.,0.06,25.6,.,298.60,.,212,1851,2.114,.,.,992.80,241.40,30.60,18.80,34.5,
2009-0264,Toolik Main,10-Jul-2009,0,1.21,1.38,0.32,0.294,.,0.053,.,.,.,.,.,.,.,.,.,.,.,.,648,0.589,.,.,.,.,.,.,.,
2009-0265,Toolik Main,10-Jul-2009,1,1.21,1.36,0.28,0.190,.,0.037,.,.,.,.,.,.,.,.,.,.,.,.,648,0.589,.,.,.,.,.,.,.,
2009-0266,Toolik Main,10-Jul-2009,3,1.34,1.52,0.35,0.176,.,0.053,.,.,.,.,.,.,.,.,.,.,.,.,649,0.583,.,.,.,.,.,.,.,
2009-0267,Toolik Main,10-Jul-2009,5,1.89,2.20,0.60,0.099,.,0.039,.,.,.,.,.,.,.,.,.,.,.,.,681,0.586,.,.,.,.,.,.,.,
2009-0268,Toolik Main,10-Jul-2009,8,1.26,1.53,0.54,0.108,.,0.037,.,.,.,.,.,.,.,.,.,.,.,.,754,0.600,.,.,.,.,.,.,.,
2009-0269,Toolik Main,10-Jul-2009,12,0.48,0.62,0.28,0.572,.,0.035,.,.,.,.,.,.,.,.,.,.,.,.,779,0.601,.,.,.,.,.,.,.,
2009-0270,Toolik Main,10-Jul-2009,16,0.35,0.47,0.25,0.662,.,0.035,.,.,.,.,.,.,.,.,.,.,.,.,791,0.598,.,.,.,.,.,.,.,
2009-0271,Toolik Main,10-Jul-2009,20,0.37,0.57,0.38,0.898,.,0.048,.,.,.,.,.,.,.,.,.,.,.,.,811,0.599,.,.,.,.,.,.,.,
2009-0265.1,Toolik Main - Dup,10-Jul-2009,1,1.18,1.34,0.31,0.151,.,0.040,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2009-2080,I1,14-Jul-2009,1,0.37,0.43,0.12,0.134,.,0.033,.,.,.,.,.,.,.,.,.,.,.,.,291,0.242,.,.,.,.,.,.,.,
2009-2081,I1,14-Jul-2009,5,0.47,0.60,0.27,0.059,.,0.012,.,.,.,.,.,.,.,.,.,.,.,.,370,0.246,.,.,.,.,.,.,.,
2009-2082,I1,14-Jul-2009,9,0.63,0.83,0.39,0.075,.,0.009,.,.,.,.,.,.,.,.,.,.,.,.,459,0.248,.,.,.,.,.,.,.,
2009-2083,I2,14-Jul-2009,1,0.52,0.60,0.14,0.024,.,0.071,.,.,.,.,.,.,.,.,.,.,.,.,266,0.201,.,.,.,.,.,.,.,
2009-2084,I2,14-Jul-2009,3,1.08,1.22,0.26,0.133,.,0.015,.,.,.,.,.,.,.,.,.,.,.,.,299,0.189,.,.,.,.,.,.,.,
2009-2085,I2,14-Jul-2009,14,0.29,0.48,0.37,0.134,.,0.038,.,.,.,.,.,.,.,.,.,.,.,.,477,0.211,.,.,.,.,.,.,.,
2009-2086,I3,14-Jul-2009,1,0.41,0.50,0.19,0.051,.,0.017,.,.,.,.,.,.,.,.,.,.,.,.,313,0.215,.,.,.,.,.,.,.,
2009-2087,I3,14-Jul-2009,3,1.10,1.42,0.62,0.100,.,0.019,.,.,.,.,.,.,.,.,.,.,.,.,346,0.210,.,.,.,.,.,.,.,
2009-2088,I4,14-Jul-2009,1,0.48,0.61,0.26,0.000,.,0.024,.,.,.,.,.,.,.,.,.,.,.,.,255,0.188,.,.,.,.,.,.,.,
2009-2089,I4,14-Jul-2009,3,1.35,1.72,0.72,0.039,.,0.026,.,.,.,.,.,.,.,.,.,.,.,.,293,0.173,.,.,.,.,.,.,.,
2009-2090,I4,14-Jul-2009,6,1.12,1.54,0.81,0.563,.,0.086,.,.,.,.,.,.,.,.,.,.,.,.,477,0.173,.,.,.,.,.,.,.,
2009-2091,I5,14-Jul-2009,1,0.58,0.68,0.19,0.008,.,0.014,.,.,.,.,.,.,.,.,.,.,.,.,263,0.184,.,.,.,.,.,.,.,
2009-2092,I5,14-Jul-2009,3,1.14,1.41,0.52,0.004,.,0.013,.,.,.,.,.,.,.,.,.,.,.,.,310,0.182,.,.,.,.,.,.,.,
2009-2093,I5,14-Jul-2009,8,0.31,0.64,0.64,0.462,.,0.021,.,.,.,.,.,.,.,.,.,.,.,.,532,0.190,.,.,.,.,.,.,.,
2009-2097,I6 Headwaters Lake,14-Jul-2009,1,0.30,0.37,0.14,0.162,.,0.027,.,.,.,.,.,.,.,.,.,.,.,.,1002,0.907,.,.,.,.,.,.,.,
2009-2098,I6 Headwaters Lake,14-Jul-2009,2,0.36,0.40,0.07,0.182,.,0.032,.,.,.,.,.,.,.,.,.,.,.,.,1005,0.900,.,.,.,.,.,.,.,
2009-2099,I6 Headwaters Lake,14-Jul-2009,6,0.71,0.89,0.36,0.456,.,0.069,.,.,.,.,.,.,.,.,.,.,.,.,1378,0.916,.,.,.,.,.,.,.,
2009-2106,I Swamp,15-Jul-2009,1,0.52,0.62,0.19,0.200,.,0.023,.,.,.,.,.,.,.,.,.,.,.,.,525,0.399,.,.,.,.,.,.,.,
2009-2107,I Swamp,15-Jul-2009,3,1.19,1.43,0.47,0.246,.,0.028,.,.,.,.,.,.,.,.,.,.,.,.,506,0.354,.,.,.,.,.,.,.,
2009-2094,I6,15-Jul-2009,1,0.38,0.44,0.13,0.253,.,0.031,.,.,.,.,.,.,.,.,.,.,.,.,381,0.314,.,.,.,.,.,.,.,
2009-2095,I6,15-Jul-2009,4,0.64,0.76,0.23,0.195,.,0.019,.,.,.,.,.,.,.,.,.,.,.,.,450,0.332,.,.,.,.,.,.,.,
2009-2096,I6,15-Jul-2009,12,0.38,0.60,0.43,0.636,.,0.024,.,.,.,.,.,.,.,.,.,.,.,.,700,0.340,.,.,.,.,.,.,.,
2009-2100,I7,15-Jul-2009,1,0.48,0.58,0.18,0.158,.,0.098,.,.,.,.,.,.,.,.,.,.,.,.,402,0.338,.,.,.,.,.,.,.,
2009-2101,I7,15-Jul-2009,3,0.83,1.10,0.53,0.095,.,0.028,.,.,.,.,.,.,.,.,.,.,.,.,443,0.343,.,.,.,.,.,.,.,
2009-2102,I7,15-Jul-2009,10,0.59,0.72,0.25,0.344,.,0.028,.,.,.,.,.,.,.,.,.,.,.,.,642,0.322,.,.,.,.,.,.,.,
2009-2103,I8,15-Jul-2009,1,0.85,0.92,0.13,0.166,.,0.038,.,.,.,.,.,.,.,.,.,.,.,.,629,0.564,.,.,.,.,.,.,.,
2009-2104,I8,15-Jul-2009,3,1.74,2.00,0.51,0.150,.,0.064,.,.,.,.,.,.,.,.,.,.,.,.,615,0.512,.,.,.,.,.,.,.,
2009-2105,I8,15-Jul-2009,7,0.43,0.59,0.30,0.232,.,0.058,.,.,.,.,.,.,.,.,.,.,.,.,666,0.503,.,.,.,.,.,.,.,
2009-0805,NE14,16-Jul-2009,0,.,.,.,0.640,.,0.020,0.050,7.200,.,.,.,.,0.05,16.8,.,182.90,.,207,1832,1.803,.,.,836.70,204.00,25.20,16.49,25.3,
2009-0806,NE14,16-Jul-2009,2,.,.,.,0.460,.,0.060,0.000,8.100,.,.,.,.,0.05,16.2,.,179.60,.,213,1853,1.844,.,.,857.50,210.00,26.30,16.52,26.2,
2009-0807,NE14,16-Jul-2009,5,.,.,.,0.280,.,0.240,0.000,8.700,.,.,.,.,0.10,24.7,.,283.70,.,209,1741,1.819,.,.,863.90,211.40,27.10,17.24,26.7,
2009-0808,NE14,16-Jul-2009,11,.,.,.,0.230,.,0.030,0.030,7.700,.,.,.,.,0.10,30,.,249.50,.,206,1784,1.915,.,.,889.90,218.40,27.60,17.56,27.6,
2009-0809,NE14,16-Jul-2009,15,.,.,.,0.790,.,0.180,0.920,8.900,.,.,.,.,0.12,33,.,272.60,.,264,1936,2.129,.,.,1020.10,243.70,31.00,18.94,34.9,
2009-0272,Toolik Main,17-Jul-2009,0,0.67,0.73,0.13,0.195,.,0.058,.,.,.,.,.,.,.,.,.,.,.,.,638,0.601,.,.,.,.,.,.,.,
2009-0273,Toolik Main,17-Jul-2009,1,0.70,0.78,0.15,0.203,.,0.036,.,.,.,.,.,.,.,.,.,.,.,.,642,0.604,.,.,.,.,.,.,.,
2009-0274,Toolik Main,17-Jul-2009,3,1.17,1.39,0.42,0.100,.,0.046,.,.,.,.,.,.,.,.,.,.,.,.,641,0.598,.,.,.,.,.,.,.,
2009-0275,Toolik Main,17-Jul-2009,5,0.86,0.98,0.24,0.124,.,0.041,.,.,.,.,.,.,.,.,.,.,.,.,659,0.588,.,.,.,.,.,.,.,
2009-0276,Toolik Main,17-Jul-2009,8,0.72,0.93,0.41,0.505,.,0.035,.,.,.,.,.,.,.,.,.,.,.,.,738,0.607,.,.,.,.,.,.,.,
2009-0277,Toolik Main,17-Jul-2009,12,0.39,0.54,0.30,0.864,.,0.070,.,.,.,.,.,.,.,.,.,.,.,.,760,0.607,.,.,.,.,.,.,.,
2009-0278,Toolik Main,17-Jul-2009,16,0.33,0.48,0.28,0.836,.,0.039,.,.,.,.,.,.,.,.,.,.,.,.,812,0.608,.,.,.,.,.,.,.,
2009-0279,Toolik Main,17-Jul-2009,19,0.36,0.54,0.35,0.823,.,0.040,.,.,.,.,.,.,.,.,.,.,.,.,822,0.611,.,.,.,.,.,.,.,
2009-0272.5,Toolik Main - Dup,17-Jul-2009,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Taken in the evening to coincide with deployment of prime prod.'s
2009-0273.1,Toolik Main - Dup,17-Jul-2009,1,0.69,0.77,0.15,0.160,.,0.039,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2009-0118,E5,20-Jul-2009,0,3.09,3.67,1.12,0.363,.,0.047,.,.,.,.,.,.,.,.,.,.,.,.,109,0.090,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0119,E5,20-Jul-2009,1,3.69,4.20,0.98,0.416,.,0.039,.,.,.,.,.,.,.,.,.,.,.,.,109,0.086,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0120,E5,20-Jul-2009,3,2.92,3.57,1.26,0.322,.,0.049,.,.,.,.,.,.,.,.,.,.,.,.,178,0.091,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0121,E5,20-Jul-2009,5,1.97,2.74,1.49,0.156,.,0.045,.,.,.,.,.,.,.,.,.,.,.,.,393,0.098,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0122,E5,20-Jul-2009,8,0.99,1.66,1.30,0.453,.,0.078,.,.,.,.,.,.,.,.,.,.,.,.,502,0.104,.,.,.,.,.,.,.,
2009-0123,E5,20-Jul-2009,10,0.07,1.32,2.45,0.944,.,0.091,.,.,.,.,.,.,.,.,.,.,.,.,534,0.108,.,.,.,.,.,.,.,
2009-0124,E6,20-Jul-2009,0,1.44,1.58,0.27,0.495,.,0.046,.,.,.,.,.,.,.,.,.,.,.,.,118,0.087,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2009-0125,E6,20-Jul-2009,1,2.59,2.92,0.65,0.259,.,0.040,.,.,.,.,.,.,.,.,.,.,.,.,143,0.093,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
